Restaurant Name,Address,Predictions
SkinnyFATS,"2010 Festival Plaza Dr, Ste 170",Pass
California Pizza Kitchen at The Park,"3786 S Las Vegas Blvd, The Park",Pass
McDonald's,6680 E Lake Mead Blvd,Pass
Beach St. Pizza,1780 N Buffalo Dr,Pass
Menchie's Frozen Yogurt,"111 N Nellis Blvd, Ste 140",Pass
Charlie's Down Under,1950 N Buffalo Dr,Pass
Tony Roma's,620 E Sahara Ave,Pass
Nobu,3570 Las Vegas Blvd S,Pass
Subway,"6870 Spring Mountain Rd, Ste 104",Pass
Mr. Lucky's 24-7,4455 Paradise Rd,Pass
Share Nightclub,4636 Wynn Rd,Pass
Original Chicken Tender,"Monte Carlo Hotel & Casino Food Court, 3770 Las Vegas Blvd. South",Pass
Smith's,4840 W Desert Inn Rd,Pass
Whole Foods Market,8855 W Charleston Blvd,Pass
Silverton Casino,3333 Blue Diamond Rd,Pass
Sands Expo,201 Sands Ave,Pass
Whole Foods Market,100 S Green Valley Pkwy,Pass
Three Square,4190 N Pecos Rd,Pass
Starbucks,"1990 Village Center Circle, Suite 1",Pass
Mr G's Pub & Grub,"3342 E Sandhill Rd, Ste 11",Pass
"Coffee, Tea, or Me","2600 W Sahara Ave, Ste 121",Pass
Metro Pizza,6720 Sky Pointe Dr,Pass
Chipotle Mexican Grill,3475 Las Vegas Blvd S,Pass
Camille By Manon,2170 S  Rainbow Blvd,Pass
Shabu Shabu Paradise,"1716 W Horizon Ridge Pkwy, Ste 110",Pass
Marcos Pizza,5061 E Sahara Ave,Pass
Brooklyn Bagel,10604 S Eastern Ave,Pass
Dollar General Market,2224 S Nellis Blvd,Pass
Wing King,"Adrenaline Sports Bar & Grill, 3103 N Rancho Dr",Pass
Burger King,8600 W Cheyenne Ave,Pass
Jones Market & Deli,3389 S Jones Blvd,Pass
Jack in the Box,6451 Boulder Hwy,Pass
Wetzel's Pretzels,"7400 Las Vegas Blvd S, Ste K145",Pass
Mariscos El Mariachi,552 N Eastern Ave,Pass
Dunkin' Donuts,"4503 Paradise Rd, Ste 110",Pass
Waffles Cafe,"6885 Aliante Pkwy, Ste 103",Pass
Target,8750 W Charleston Blvd,Pass
Tasty Crepes,4845 S Fort Apache Rd,Pass
The Buffet at Bellagio,3600 S Las Vegas Blvd,Pass
Rubalcabas Taco Shop,5185 E Lake Mead Blvd,Pass
Sonic Drive-In,300 S Boulder Hwy,Pass
Three Sheets Craft Beer Bar,1115 S Casino Center Blvd,Pass
Dunkin' Donuts,"5861 W Craig Rd, Ste 101",Pass
Fatburger,3763 Las Vegas Blvd S,Pass
Nevada Chicken Cafe,6155 W Sahara Ave,Pass
Cold Stone Creamery,"9785 S Maryland Pkwy, Ste A1",Pass
McDonald's,1807 W Craig Rd,Pass
Margaritaville Casino,3555 South Las Vegas Blvd,Pass
Great Buns Bakery,3270 E Tropicana Ave,Pass
Arby's,6979 Aliante Pkwy,Pass
Barley Pop's,3328 E Charleston Blvd,Pass
KFC,1990 N Nellis Blvd,Pass
Marrakesh Express,101 Montelago Blvd,Pass
Rustic Lounge,1817 North Boulder Hwy,Pass
Baja Fresh Mexican Grill,675-A Mall Ring Cir,Pass
Great Harvest Bread Company,661 Marks St,Pass
Vintner Grill,"10100 W Charleston Blvd, Ste 150",Pass
Cake World Bakery,220 N Maryland Pkwy,Pass
Sambalatte,100 N City Pkwy,Pass
Roberto's Taco Shop,8580 W Lake Mead Blvd,Pass
The Waterhole,"5115 Spring Mountain Rd, Ste 123",Pass
The Tap House,5589 W Charleston Blvd,Pass
Starbucks,"4010 South Rainbow Blvd., #A",Pass
Cicis,2415 E Tropicana Ave,Pass
Las Famosas De Jose,577 E Twain Ave,Pass
Red Robin Gourmet Burgers,"1300 W Sunset Rd, Ste 2545",Pass
Boulder Station Pasta Cucina,4111 Boulder Hwy,Pass
Earl of Sandwich,3570 S Las Vegas Blvd,Pass
Arby's,2590 E Tropicana Ave,Pass
Charlie's Las Vegas,"5012 Arville St, Ste 4",Pass
Starbucks,160 E Flamingo Rd,Pass
Hard Rock Cafe,4475 Paradise Rd,Pass
Roberto's Taco Shop,"1380 W Cheyenne Ave, Ste 103",Pass
Long John Silver's,240 E Lake Mead Dr,Pass
Arby's,6010 W Flamingo Rd,Pass
Gelato Messina,"2010 Festival Park Dr, Ste 130",Pass
Pizza Hut,3925 N. Martin L King Blvd. #101,Pass
Steiner's,8410 W Cheyenne Ave,Pass
Body English,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Pass
Encore Beach Club,3131 Las Vegas Blvd S,Pass
Freddy's Frozen Custard & Steakburgers,1290 W Warm Springs Rd,Pass
Flavors The Buffet,3475 Las Vegas Blvd S,Pass
Applebee's Neighborhood Grill & Bar,8730 W Charleston Blvd,Pass
Bahama Buck's,"6315 Losee Rd, Ste 101",Pass
Cottage Cafe,4647 Paradise Rd,Pass
Quiznos,"4985 W Tropicana Ave, Ste 101",Pass
Tacos Mexico,1205 E Charleston Blvd,Pass
Jack in the Box,4640 E Russell Rd,Pass
Surf City Squeeze,"4300 Meadows Ln, Ste 500, Space 500",Pass
Panda Express,7300 Aliante Pkwy,Pass
Wahoo's Fish Tacos,7020 W Sunset Rd,Pass
Panda Express,4505 Maryland Pkwy,Pass
Papa Murphy's,2760 West Deer Springs Way,Pass
The Juice Standard,"3708 Las Vegas Blvd S, Level 2, Boulevard Tower",Pass
Streets of New York,"5135 S Fort Apache, Ste #35",Pass
Fatburger,2845 S Nellis Blvd,Pass
Jersey Mike's Subs,5595 Simmons St,Pass
El Pollo Loco,2400 E Lake Mead Blvd,Pass
Scooter's Pub,6200 S Rainbow Blvd,Pass
Short Line Express Market,6698 Sky Pointe Dr,Pass
Jack In the Box,3680 Blue Diamond Rd,Pass
Greenberg's Deli,3790 Las Vegas Blvd S,Pass
Café Fiesta,777 W Lake Mead Pkwy,Pass
New York Pretzel,"New York New York Hotel and Casino Mezzanine Level, 3790 Las Vegas Blvd S",Pass
Rubicon Club & Grill,9151 S Las Vegas Blvd,Pass
Ori'Zaba's Scratch Mexican Grill,1 S Main St,Pass
Encore Lobby Bar,3131 Las Vegas Blvd S,Pass
Outback Steakhouse,1950 N Rainbow Blvd,Pass
Tropical Smoothie Cafe,5035 S Fort Apache Rd,Pass
Fleming's Prime Steakhouse & Wine Bar,8721 W Charleston Blvd,Pass
Little Caesars Pizza,"4388 East Craig Rd Suite 135, Ste 135",Pass
QDOBA Mexican Eats,"5045 W Tropicana Ave, Unit 115",Pass
Fausto's Mexican Grill,229 N Stephanie St,Pass
Roberto's Taco Shop,1101 S Fort Apache Rd,Pass
The Phoenix Bar & Lounge,4213 W Sahara Ave,Pass
Jack In the Box,1430 W Horizon Ridge Pkwy,Pass
Quickee Burgers,8846 S Eastern Ave,Pass
Costco Food Court,791 Marks St,Pass
Renaissance Las Vegas Hotel,3400 Paradise Rd,Pass
Roberto's Taco Shop,5335 S Decatur Blvd,Pass
Del Taco,6311 Centennial Center Blvd,Pass
Seven Seas Restaurant & Lounge,808 W Lake Mead Blvd,Pass
Mimi's Cafe,596 N Stephanie St,Pass
McDonald's,4350 N Nellis Blvd,Pass
Little Hong Kong,"4375 N Las Vegas Blvd, Ste 13 & 14",Pass
Plumeria Thai Cafe,6710 W Cheyenne Ave,Pass
Clark County Detention Center,330 S Casino Center Blvd,Pass
BabyStacks Cafe,"2400 N Buffalo Dr, Ste 145",Pass
Roberto's Taco Shop,193 N Gibson Rd,Pass
Smith's,8555 W Sahara Ave,Pass
H&H BBQ Plus 2,4510 N Rancho Dr,Pass
Five Guys,"7580 S Las Vegas Blvd, Ste 120",Pass
Lulu's Bread & Breakfast,6720 Skypointe Dr,Pass
The Lodge Hualapai,3460 S Hualapai Way,Pass
All About Catering,"450 S Buffalo Dr, Ste 103",Pass
Rebel Oil,601 W Lake Mead Pkwy,Pass
Cafe Rio,7664 W Lake Mead Blvd,Pass
Teriyaki Boy Healthy Grill,1725 N Rainbow Blvd,Pass
Walmart Neighborhood Market,6570 E Lake Mead Blvd,Pass
Sambalatte Torrefazione,"750 S Rampart Blvd, Ste 9",Pass
Pizza Hut,"1500 N. Green Valley Pkwy., #120",Pass
I Love Burgers,"6569 S Las Vegas Blvd, Ste 176",Pass
Tropical Smoothie Cafe,"3595 East Bonanza Road, Suite 110",Pass
Papa Murphy's,"655 S Green Valley PKWY, Ste 100",Pass
Del Taco,3244 E Desert Inn Rd,Pass
Corner Cakes,3799 Las Vegas Blvd S,Pass
Breakfast & Burgers,3850 S Las Vegas Blvd,Pass
Mimi's Cafe,6760 N Durango Dr,Pass
Jimmy John's,"2950 S Durango Dr, Ste 135",Pass
Burger King,1270 W Warm Springs Rd,Pass
Kopper Keg Lounge,2375 E Torino Ave,Pass
Hookah Palace,1030 E Flamingo Rd,Pass
Aces Bar & Grill,"7272 S El Capitan Way, Ste 2",Pass
Magoo's Hideaway,6985 W Sahara Ave,Pass
Liaison Nightclub,"Bally's Hotel & Casino, 3645 Las Vegas Boulevard South",Pass
Jack In the Box,"26 W Horizon Ridge Pkwy, Ste 110",Pass
Burger King,105 S Rainbow Blvd,Pass
Hi Scores - Blue Diamond,4785 Blue Diamond Rd,Pass
Jamba Juice,365 Hughes Center Dr,Pass
Denny's,3397 S Las Vegas Blvd,Pass
Raising Cane's Chicken Fingers,1950 E Craig Rd,Pass
Ninja Karaoke,1009 S Main St,Pass
Starbucks,8540 W Desert Inn Rd,Pass
Subway,5546 Camino Al Norte,Pass
ColdPress Express,2010 Festival Plaza Dr,Pass
Ice Pan,"3475 Las Vegas Blvd S, Fl 2",Pass
Little Caesars Pizza,"10608 Suite A S. Eastern Ave., Ste A",Pass
Papa Murphy's,6462 Losee Road,Pass
Denny's,3081 S Maryland Park,Pass
The Bootlegger Italian Bistro,"7700 Las Vegas Blvd S, Ste 1",Pass
Buffalo Wild Wings,"4280 Hualapi, #108",Pass
Ondori Asian Kitchen,4500 W Tropicana Ave,Pass
Soho Sushi Burrito,"6040 W Badura Ave, Ste 150",Pass
Subway,"6440 Sky Pointe Dr, Ste 140",Pass
Chipotle Mexican Grill,"7340 Arroyo Crossing Pkyw, Ste 100",Pass
Subway,6530 S Decatur Blvd,Pass
Capriotti's Sandwich Shop,"3830 E Flamingo Rd, Ste E5",Pass
Sam's Club,1910 E. Serene,Pass
Purple Penguin Snowcone Shack,10490 S Decatur Blvd,Pass
La Bonita Grocery,2405 E Ogden Ave,Pass
Subway,"9845 S Maryland Pkwy, Ste A",Pass
Madhouse Coffee,8899 S Eastern Ave,Pass
Rincon De Buenos Aires,5300 Spring Mountain Rd,Pass
Boca Do Brasil,4825 S Fort Apache Rd,Pass
Egg Works,6960 S Rainbow Blvd,Pass
Alexander's Pizza,5020 Broadbent Blvd,Pass
In-N-Out Burger,3882 Blue Diamond Rd,Pass
Chica,"3355 South Las Vegas Blvd, Ste 106",Pass
Subway,1961 N Nellis Blvd,Pass
Putter's Bar & Grill,7790 W Cheyenne Ave,Pass
Klondike Sunset Casino,444 W Sunset Rd,Pass
Taco Bell,7060 S Jones Blvd,Pass
Jojo's Jerky,"3310 S Jones Blvd, Ste F-2",Pass
Ben & Jerry's,"3663 Las Vegas Blvd, Ste 520",Pass
The Bagel Cafe,301 N Buffalo Dr,Pass
Bounty Hunters,8450 Westcliff Dr,Pass
Farmer Boys,5955 S Eastern Ave,Pass
Jack in the Box,1261 W Warm Springs Rd,Pass
Onyx Bar,11011 W Charleston Blvd,Pass
VooDoo Beach,"Rio All-suite Hotel Casino, 3700 W Flamingo Rd, Rio All-suite Hotel Casino",Pass
Carl's Jr Restaurants,3185 W Ann Rd,Pass
McDonald's,3175 N Rancho,Pass
Starbucks,122 East Clark Ave,Pass
Kauai Cafe,"10140 W Tropicana Ave, Ste 122",Pass
Jack In the Box,5 S Gibson Rd,Pass
Starbucks,"7541 West Lake Mead Boulevard, Suite 300",Pass
Teriyaki Madness,"4503 Paradise Rd, Ste 320",Pass
In-N-Out Burger,9610 W Tropicana Ave,Pass
Goodtimes Bar & Nightclub,1775 E Tropicana Ave,Pass
Lucky Joe's Saloon,"6250 Mountain Vista St, Ste B",Pass
Sammy's Woodfired Pizza and Grill,6500 W Sahara Ave,Pass
Bob Taylor's Ranch House,6250 Rio Vista St,Pass
Cactus Jacks Saloon,10648 S Maryland Pkwy,Pass
Starbucks,7350 S Rainbow Blvd,Pass
Lumberjacks,965 W Craig Rd,Pass
Makers & Finders Coffee,"2120 Festival Plaza Dr, Unit 140",Pass
Starbucks,777 West Lake Mead Pkwy,Pass
Putter's Bar & Grill,3330 E Tropicana Ave,Pass
Panda Express,591 College Dr Suite,Pass
Terrible Herbst,3520 Blue Diamond Rd,Pass
Buldogis Gourmet Hot Dogs,"2291 S Fort Apache Rd, Ste 102",Pass
Chow Time,7421 W Lake Mead Ave,Pass
Terrace Pointe Cafe,3131 Las Vegas Blvd S,Pass
Burger King,2021 N Jones Blvd,Pass
Yatai Japanese Grill & Pub,"4865 S Pecos Rd, Ste 5",Pass
Taco Bell,4880 W. Frias Avenue,Pass
Subway,4860 Blue Diamond Rd,Pass
McDonald's,3229 Losee Rd,Pass
Fuku Burger Chinatown,3429 S Jones Blvd,Pass
Gimme Some Sugar,"19 S Stephanie St, Ste 160",Pass
Fish N Bowl,"7225 S Durango Dr, Ste 105",Pass
Sonic Drive-In,2120 E Craig Rd,Pass
PDQ,3737 W Craig Rd,Pass
McDonald's,2550 E Sunset Rd,Pass
Pizza Hut,"6370 W. Flamingo Road, #17C",Pass
Smith's,4600 E Sunset Rd,Pass
Azuza Hookah Lounge & Cafe,4480 Paradise Rd,Pass
Greenwich Village Coffee Co.,3790 Las Vegas Blvd S,Pass
Rhodes Ranch Club House Restaurant,20 Rhodes Ranch Pkwy,Pass
Big Sur Oyster Bar,9777 S Las Vegas Blvd,Pass
Fresh & Easy,1400 S. Boulder Hwy,Pass
Fausto's Mexican Grill,"7835 S Rainbow Blvd, Ste 20",Pass
Claim Jumper,335 Hughes Center Dr,Pass
Gaetano's Ristorante,"10271 S Eastern Ave, Ste 111",Pass
SWEET BOX,"4983 W Flamingo Rd, Ste B1",Pass
Pizza Hut,"5105 E. Sahara Ave., #128",Pass
Wendy's,76 N Stephanie St,Pass
Subway,8790 S Maryland Pkwy,Pass
Quiznos,7135 W Ann Rd,Pass
Capriotti's,5020 Blue Diamond Rd,Pass
Village Pub & Poker,7575 S Rainbow Blvd,Pass
Olive Garden Italian Restaurant,1545 E Flamingo Rd,Pass
The Lunch Crew Catering,8450 Westcliff Dr,Pass
Subway,"5655 Centennial Center Blvd, Ste 110",Pass
Roberto's Taco Shop,"6435 S Rainbow Blvd, Ste 104",Pass
BLACKOUT Dining in the Dark,"3871 S Valley View Blvd, Ste 8",Pass
Outback Steakhouse,"3785 Las Vegas Blvd S, Fl 4",Pass
Crush,3799 Las Vegas Blvd S,Pass
Sahara Saloon,3345 E Sahara Ave,Pass
Double Yoke,6050 Sky Pointe Dr,Pass
Short Line Express Market,7325 S Jones Blvd,Pass
Capriotti's Sandwich Shop,325 N Nellis Blvd,Pass
Rubio's,"9310 W Sahara Ave, Ste 100",Pass
702 Karaoke,4240 Spring Mt Rd Suit 104,Pass
McDonald's,4105 S Eastern,Pass
Tucky's Smokin BBQ,308 N Boulder Hwy,Pass
Starbucks,"7220 West Azure Drive, #110",Pass
Jason's Deli,1281 W Warm Springs Rd,Pass
Public School 702,1850 Festival Plaza Dr,Pass
Café Zupas,7060 S Rainbow Blvd,Pass
Pizzeria Fracesco's,3300 S Las Vegas Blvd,Pass
Speedee Mart,10490 Decatur Blvd,Pass
The Sparklings,"8310 S Rainbow Blvd, Ste 100",Pass
Carl's Jr,4885 W Tropicana,Pass
Dylans Double Deuce,3085 S Nellis Blvd,Pass
Kainan Asian Market & Gift Shop,"9620 Las Vegas Blvd S, Ste N2",Pass
The Coffee Bean & Tea Leaf,4550 S Maryland Pkwy,Pass
Sofia's Pizza,"7365 W Sahara Ave, Ste A",Pass
PizzaRev,"7090 South Rainbow Blvd, Suite 110",Pass
Sugar & Ice,"Wynn Las Vegas, 3131 S Las Vegas Blvd",Pass
Don't Tell Mama,"517 Fremont St, Ste A",Pass
The Bar @ Tropicana & Durango,"4705 S Durango, Ste 140",Pass
Einstein Bros,4626 S Maryland Pkwy,Pass
Starbucks,4850 West Craig Road,Pass
McDonald's,7150 W Craig Rd,Pass
Taco Bell,1810 E. Serene Avenue,Pass
Jerry's Nugget Casino,1821 Las Vegas Blvd N,Pass
Smart & Final Extra!,4439 W Charleston Blvd,Pass
Rock'N'oodles,1108 S 3rd St,Pass
Starbucks,"3790 Las Vegas Blvd S, New York New York-Upstairs Lobby, New York New York Hotel",Pass
Famous Dave's Barbeque,9695 W Flamingo Rd,Pass
Dick's Last Resort,3850 Las Vegas Blvd S,Pass
SUSHISAMBA - Las Vegas,3327 Las Vegas Blvd S,Pass
Subway,2568 Wigwam Pkwy,Pass
Life Cafe,10721 W Charleston Blvd,Pass
Lotus Chinese Restaurant & Lounge,215 S Water St,Pass
Hammer's Grill & Bar,771 E Horizon Dr,Pass
Subway,9265 S Cimarron Rd,Pass
Burger King,4111 Boulder Hwy,Pass
Papa Murphy's,"4900 West Craig Road, Suite 4",Pass
Jack In The Box,2365 E Windmill Ln,Pass
Art of Flavors,"1616 S Las Vegas Blvd, Ste 130",Pass
Kirin Buffet,1518 E Flamingo Rd,Pass
Domino's Pizza,"209 S Stephanie St, Ste D",Pass
Taco Bell,355 W. Centennial Parkway,Pass
Tina's Gourmet Sausage House,"2101 S Decatur Blvd, Ste 22",Pass
Walmart Supercenter,7200 Arroyo Crossing Pkwy,Pass
Casanova,"3377 S Las Vegas Blvd, Ste 2170",Pass
Sonic Drive-In,2301 E Sahara Ave,Pass
Jersey Mike's Subs,"9540 W Flamingo Rd, Ste 165",Pass
Pasta Fresh,"4165 S Grand Canyon Dr, Ste 102",Pass
Lee's Discount Liquor,4605 Blue Diamond Rd,Pass
La Flor de Michoacan,"3021 Charleston Blvd, Ste B",Pass
Short Line Express Market,6390 N Durango Dr,Pass
The Players Club LV,75 S Stephanie St,Pass
Play It Again Sam,4120 Spring Mountain Rd,Pass
Panda Express,3825 S Maryland Pky,Pass
Carl's Donuts - Retail Shop,3170 E Sunset Rd,Pass
Subway,6525 S Fort Apache Rd,Pass
Viet My Asian Market,"7537 S Rainbow Blvd, Ste 105",Pass
Matcha Cafe Maiko,"3400 S Jones Blvd, Ste 3",Pass
Tropical Smoothie Cafe,"7660 West Cheyenne Avenue, Suite 121",Pass
Capriotti's Sandwich Shop,3981 E Sunset Rd,Pass
Red Ribbon Bakeshop,9430 W Sahara Ave,Pass
Johnny Rockets,3900 S Las Vegas Blvd,Pass
Taco Bell,6200 West Lake Mead,Pass
Walmart,6973 Blue Diamond Rd,Pass
John Cutter,11770 W Charleston Blvd,Pass
Arby's,7035 N Durango Dr,Pass
Farmer Boys,7010 S Rainbow Blvd,Pass
Domino's Pizza,1970 Village Center Cir,Pass
Las Islitas,911 N Pecos Rd,Pass
Gold Spike,217 Las Vegas Blvd N,Pass
Wingstop,5725 Losee Rd,Pass
Starbucks,"651 N. Rainbow Blvd., #110",Pass
Burger King,2599 S Nellis Blvd,Pass
Biaggio's Pizzeria,"4235 S Fort Apache Rd, Ste 160",Pass
Juan's Flaming Fajitas & Cantina,"9640 W Tropicana, Ste 101",Pass
Nathan's Famous,"MGM Hotel & Casino Food Court, 3799 Las Vegas Blvd S",Pass
Frank & Fina's Cocina,4175 S Grand Canyon Dr,Pass
The Cracked Egg,6435 S Rainbow Blvd,Pass
B With A Twist Catering,"9272 Tamarus St, Ste 138",Pass
Starbucks,"600 E Warm Springs, #100",Pass
Crowbar,6851 W Flamingo Rd,Pass
The Protein Source,"4220 S Grand Canyon Dr, Ste 8",Pass
Starbucks,2600 W Harmon Avenue,Pass
Nutrition Rush,"2020 W Craig Rd, Ste 304",Pass
Jack In the Box,1845 W Craig Rd,Pass
Del Taco,150 N Boulder Hwy,Pass
McDonald's,6680 N 5th St,Pass
Paymon's Mediterranean Cafe & Lounge,4147 S Maryland Pkwy,Pass
SkinnyFATS,6261 Dean Martin Dr,Pass
Flavyours,"4480 Spring Mountain Rd, Ste 600",Pass
Gustav's Bar,3655 Las Vegas Blvd,Pass
Lollicup,"6629 South Las Vegas Boulevard, 6629 Las Vegas Blvd S",Pass
PBR Rock Bar & Grill,3663 Las Vegas Blvd S,Pass
Get N Go,3366 St Rose Pkwy,Pass
Omelet House,6520 Boulder Hwy,Pass
Rebel Oil,7280 S Las Vegas Blvd,Pass
Manna Mediterranean,"171 N Gibson Rd, Ste 110",Pass
Off the Hook,"4155 S Buffalo Dr, Ste 105",Pass
Greens and Proteins,6375 S Rainbow Blvd,Pass
Smith's,9851 W Charleston Blvd,Pass
McDonald's,4135 S Grand Canyon Dr,Pass
Aqua Restaurant and Lounge,"6000 Spring Mtn Rd, Ste 2B",Pass
Wendy's,7150 W Lake Mead Blvd,Pass
Makers & Finders Coffee,"1120 S Main St, Ste 110",Pass
The Flame Broiler,"651 N Rainbow Blvd, Ste 120",Pass
Kabuki Japanese Restaurant,"400 S Rampart Blvd, Ste 190",Pass
Pizza Hut,"6895 E. Lake Mead Blvd., #1",Pass
Firefly Tapas Kitchen and Bar,"11261 S Eastern Ave, Ste 200",Pass
Subway,"7040 South Durango Dr, Ste 103",Pass
Cardenas,4421 E Bonanza Rd,Pass
Five Star Tavern,6320 Simmons St,Pass
Las Gorditas,"840 N Decatur Blvd, Ste G",Pass
IHOP,2450 Pebble Rd,Pass
Starbucks,"10973 W. Charleston Blvd, Red Rock Station - Lobby",Pass
Vinny's Pizzeria Las Vegas,8716 S Maryland Pkwy,Pass
New York Bagel Bakery,"840 S Rancho Dr, Ste 16",Pass
Liquor World,169 E Tropicana Ave,Pass
The Hush Puppy,1820 N Nellis Blvd,Pass
Flex Cocktail Lounge,4371 W Charleston Blvd,Pass
Burgerim,9635 Bermuda Rd,Pass
Roberto's Taco Shop,"4503 Paradise Rd, Ste C-130",Pass
McDonald's,6990 S Rainbow Rd,Pass
Pinches Tacos,"9205 W Russell Rd, Ste 190",Pass
Le Cirque,3600 S Las Vegas Blvd,Pass
Albertsons,4800 Blue Diamond Rd,Pass
Terrible Herbst Carwash,7820 W Sahara Ave,Pass
Port of Subs,"9255 S Eastern Ave, Ste 300",Pass
Hot Dog On A Stick,"1659 W Warm Springs Rd, Ste 100",Pass
Stonehouse Bar & Grill,3889 E Craig Rd,Pass
Lucky Bar,11011 W Charleston Blvd,Pass
Potato Corner,"4300 Meadows Ln, 5525",Pass
Robertos Taco Shop,"8680 W Warm Springs Rd, Ste 105",Pass
Papa Murphy's,1035 S Rainbow Blvd,Pass
Smashburger,"7541 W Lake Mead Blvd, Ste 2",Pass
Spearmint Rhino Las Vegas,3340 S Highland Dr,Pass
Rampart Buffet,221 N Rampart Blvd,Pass
Firehouse Subs,"7250 S Durango Dr, Ste 160",Pass
ZiKiZ,"1500 N Green Valley Pkwy, Ste 230",Pass
Subway,"4955 E Craig Rd, Ste 1",Pass
Joey's NY Pizza,"11165 S Eastern Ave, Ste 100",Pass
Ori'Zaba's Scratch Mexican Grill,6630 N Durango Dr,Pass
Terrible Herbst,9991 W Charleston Blvd,Pass
Fatburger,4525 N Rancho Dr,Pass
Dairy Queen,4036 N Tenaya Way,Pass
Sofrito Rico Authentic Puerto Rican Cuisine,"5201 W Charleston Blvd, Ste 110",Pass
China Tang,3799 S Las Vegas Blvd,Pass
Rocky Mountain Chocolate Factory,4500 W Tropicana Ave,Pass
Yanni's Gyros,9770 S Maryland Pkwy,Pass
Boulder Station Hotel & Casino,4111 Boulder Hwy,Pass
CREAM,"10271 S Eastern Ave, Ste 115",Pass
Presto Cafe,"4950 S Rainbow Blvd, Ste 130",Pass
Jamba Juice,"2546 East Craig Rd, Ste 135",Pass
Subway,"9360 W Flamingo Rd, Ste 103",Pass
Costa Del Sol At Sunset Station,1301 W Sunset Road,Pass
Nevada Chicken Cafe,"7340 Arroyo Crossing Pkwy, Ste 5",Pass
Mr Tea,"6120 W Tropicana Ave, Ste A17",Pass
Starbucks,7075 W Ann Rd,Pass
Sean Patricks,6788 N 5th St,Pass
Chipotle Mexican Grill,"7170 N Durango Rd, Ste 150",Pass
Donut Mania,"4460 S Durango Dr, Ste D",Pass
Port of Subs,7920 West Tropical Pkwy,Pass
The Lodge at Shelbourne,8350 S Rainbow Blvd,Pass
Starbucks,"751 N. Rancho Drive, #110",Pass
Silver State Diner,3430 Tropicana Ave,Pass
Radius Wet Lounge,2000 Las Vegas Blvd S,Pass
Jjanga Steak & Sushi,"6125 S Fort Apache Rd, Ste 200",Pass
Giuseppes Bar & Grille Las Vegas,6065 S Durango Dr,Pass
The Lodge at Grand Teton,8350 Grand Teton Dr,Pass
PT's,4310 E Tropicana Ave,Pass
Ely's Restaurant,2477 E Tropicana Ave,Pass
Hard Hat Lounge,1675 Industrial Rd,Pass
McDonald's,4934 Boulder Hwy,Pass
Froggies Snow Cone Shack,8150 Maryland Pkwy,Pass
IHOP,3260 E Tropicana Ave,Pass
Starbucks,3545 Las Vegas Blvd S,Pass
Jack In the Box,1591 S Main St,Pass
McDonald's,2836 W Ann Rd,Pass
One Stop Nutrition,"6171 N Decatur Blvd, Ste 130",Pass
Sean Patricks,3290 W Ann Rd,Pass
Subway,3411 Las Vegas Blvd S,Pass
Pour 24,3790 Las Vegas Blvd S,Pass
La bonita de michoacan,240 North Jones Blvd,Pass
Starbucks,"4985 W. Tropicana Avenue, 100",Pass
Water R Us,"3655 S Durango Dr, Ste 20",Pass
Pt's Place,347 N Nellis Blvd,Pass
Dickey's Barbecue Pit,"6584 N Decatur Blvd, Ste 100",Pass
McDonalds,Nellis & Vegas Valley,Pass
Cafe V,2450 Hampton Rd,Pass
Oyster Bar,"Suncoast Hotel & Casino, 9090 Alta Dr",Pass
Lappert's Ice Cream Shop,12 Ogden Ave,Pass
Amorino Gelato,"3545 Las Vegas Blvd, Ste 3",Pass
Edible Arrangements,8520 W Desert Inn Rd,Pass
Domino's Pizza,6441 N Durango Dr Centennial Hills,Pass
Pizza Forte,1301 W Sunset Rd,Pass
Resnicks Grocery,"Soho Lofts, 900 S Las Vegas Blvd, Ste 120",Pass
Wendy's,8900 W Charleston Blvd,Pass
Rubio's,"7290 W Lake Mead Blvd, Ste 3",Pass
I Love Burgers,"The Palazzo, 3327 Las Vegas Blvd S",Pass
Dunkin' Donuts,"11710 W Charleston Blvd, Ste 170",Pass
Tony Roma's,200 E Fremont St,Pass
Pt's Pub,8584 W Lake Mead Blvd,Pass
Port Of Subs,151 N Gibson Rd,Pass
Agua El Manantial,1852 E Charleston Blvd,Pass
Pyramid Cafe,3900 Las Vegas Blvd S,Pass
Las Vegas Eagle,"3430 E Tropicana Ave, Ste 47",Pass
Asmara Restaurant,4180 W Desert Inn Rd,Pass
Starbucks,2667 E Windmill Pkwy,Pass
Sonic Drive-In,6135 S Pecos,Pass
Tasti D-lite,"591 College Dr, Ste B",Pass
Gordon Biersch Brewery Restaurant,3987 Paradise Rd,Pass
Viva Mercado's Mexican Bar & Grill,"9440 W Sahara Ave, Ste 165",Pass
Sweets Raku,"5040 W Spring Mountain Rd, Ste 3",Pass
Bonanza Gift Shop,2440 Las Vegas Blvd S,Pass
U-Swirl Frozen Yogurt,305 N Nellis Blvd,Pass
Cafe Belle Madeleine,3655 Las Vegas Blvd S,Pass
Terrible Herbst,6915 Blue Diamond Rd,Pass
Carve Prime Rib,2121 East Craig Rd,Pass
Carl's Jr,4970 Blue Diamond Rd,Pass
Burger King,3355 S Maryland Pkwy,Pass
Cafelatte,100 N City Pkwy,Pass
Gilcrease Orchard,7810 N Tenaya Way,Pass
